id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,DECISION
26954,115157,Manhattan,40.74294,-73.98009,199,5,38,0.38,1,260,No
26969,115307,Brooklyn,40.71942,-73.95748,325,3,324,3.01,1,107,No
27006,115560,Manhattan,40.77823,-73.97637,235,6,27,0.27,1,199,Yes
27385,72062,Manhattan,40.72555,-73.97965,225,1,115,1.05,4,299,Yes
27531,118971,Brooklyn,40.66831,-73.98604,99,2,354,3.2,3,20,Yes
27644,119510,Manhattan,40.82754,-73.94919,170,2,195,2.03,1,318,No
27659,119588,Brooklyn,40.66499,-73.97925,400,2,16,0.24,2,216,Yes
27759,119900,Manhattan,40.77842,-73.97556,170,7,13,0.12,1,224,No
27883,120223,Manhattan,40.72245,-73.98527,100,4,25,0.23,1,0,No
28321,65091,Brooklyn,40.65593,-73.96053,75,2,9,0.08,1,324,Yes
28396,6197784,Brooklyn,40.71923,-73.96468,90,1,9,0.08,1,245,Yes
28907,124352,Manhattan,40.778,-73.94822,150,5,21,0.19,1,189,Yes
29012,124797,Manhattan,40.85879,-73.93128,85,15,36,0.33,1,307,No
29013,35935,Brooklyn,40.68332,-73.9547,70,3,63,0.58,2,310,Yes
29455,126607,Manhattan,40.81618,-73.94894,120,3,155,1.42,3,213,No
29628,127608,Brooklyn,40.68414,-73.96351,89,3,260,2.35,1,278,No
29683,125857,Manhattan,40.72392,-73.99143,185,5,73,0.66,1,209,Yes
30031,129352,Brooklyn,40.73494,-73.9503,50,3,193,1.86,1,0,Yes
30927,120335,Manhattan,40.71341,-73.98856,105,3,32,0.29,1,16,Yes
31130,117287,Manhattan,40.76754,-73.98399,130,2,50,0.45,3,234,No
31555,135619,Manhattan,40.73442,-74.00303,115,29,26,0.25,1,12,Yes
31902,137292,Brooklyn,40.63188,-73.93248,77,2,2,0.02,1,178,No
31994,137814,Brooklyn,40.6873,-73.9634,76,2,426,3.89,3,275,No
32023,137974,Brooklyn,40.68296,-73.93662,125,3,227,2.09,2,163,Yes
32037,116599,Brooklyn,40.6863,-73.96765,135,4,84,0.77,3,365,Yes
32100,138579,Brooklyn,40.73409,-73.95348,250,29,3,0.03,1,34,Yes
32289,139612,Brooklyn,40.71561,-73.94835,199,3,10,0.1,1,280,No
32331,139874,Brooklyn,40.6857,-73.99183,140,2,4,0.04,1,0,Yes
32363,140025,Queens,40.74028,-73.83168,140,2,1,0.01,1,1,No
32965,137974,Brooklyn,40.68281,-73.93524,115,3,124,1.72,2,170,No
32969,142833,Brooklyn,40.71596,-73.93938,160,3,11,0.11,1,188,Yes
33009,143027,Brooklyn,40.71492,-73.95935,195,4,240,2.19,1,214,Yes
33014,143048,Manhattan,40.72354,-73.98295,195,3,30,0.28,1,248,Yes
33223,72014,Brooklyn,40.71165,-73.96087,80,3,200,1.86,4,262,No
34760,149929,Brooklyn,40.69101,-73.97312,44,8,27,1.05,5,280,Yes
35526,120291,Manhattan,40.73474,-74.00101,156,4,79,0.74,1,307,No
36121,62165,Brooklyn,40.67386,-73.96641,85,15,9,0.09,1,339,No
36133,142684,Brooklyn,40.71536,-73.96057,125,3,155,1.61,1,1,Yes
36442,137432,Brooklyn,40.6741,-73.96595,115,15,4,0.05,1,269,Yes
36647,157798,Manhattan,40.79295,-73.93997,69,2,34,0.32,1,10,Yes
36703,158284,Manhattan,40.73226,-74.00401,225,45,134,1.24,1,312,No
36934,159370,Brooklyn,40.71363,-73.96398,125,6,27,0.25,1,189,Yes
38638,92788,Manhattan,40.77711,-73.9527,219,4,126,1.16,2,290,No
38663,165789,Brooklyn,40.68559,-73.98094,475,3,23,0.27,1,230,No
39267,168417,Manhattan,40.77456,-73.95323,99,1,234,2.6,2,164,Yes
39282,168525,Brooklyn,40.71088,-73.95055,69,4,202,1.86,2,53,Yes
39593,110506,Queens,40.74559,-73.92313,79,30,28,0.26,1,126,Yes
39704,170510,Brooklyn,40.68306,-73.94659,135,2,309,2.86,2,3,No
40039,171851,Brooklyn,40.70207,-73.98571,250,3,14,0.13,1,189,Yes
40453,174025,Manhattan,40.76123,-73.9642,250,3,4,0.08,1,365,No
41348,180083,Brooklyn,40.66858,-73.99083,250,2,80,2.17,1,0,No
41513,181167,Manhattan,40.82704,-73.94907,80,3,2,0.04,1,0,Yes
42580,137814,Brooklyn,40.68843,-73.96408,70,2,294,3.47,3,336,Yes
42729,11481,Brooklyn,40.6783,-74.00135,165,2,150,1.4,3,342,Yes
42882,185978,Staten Island,40.64524,-74.08088,70,2,166,1.66,1,312,No
43957,177536,Brooklyn,40.70641,-73.91765,50,2,47,0.94,1,37,Yes
44096,190409,Bronx,40.83232,-73.93184,40,1,219,2.04,3,353,No
44161,193360,Brooklyn,40.71045,-73.9677,150,2,193,1.78,1,177,No
44212,72062,Manhattan,40.72518,-73.98034,125,1,84,0.78,4,310,Yes
44221,193722,Manhattan,40.70666,-74.01374,196,3,114,1.06,1,0,Yes
44229,181376,Brooklyn,40.69098,-73.97113,110,2,213,2,2,321,Yes
44288,193637,Manhattan,40.73756,-74.00405,170,3,86,0.8,1,246,No
44506,126607,Manhattan,40.81526,-73.94791,165,3,80,0.75,3,231,Yes
45393,201297,Manhattan,40.73423,-74.0046,150,26,38,0.36,1,225,No
45542,202249,Manhattan,40.82374,-73.9373,100,2,18,1.79,1,0,No
45556,67778,Brooklyn,40.68863,-73.97691,65,2,206,1.92,2,0,Yes
45910,204539,Queens,40.70382,-73.89797,350,8,10,0.11,5,365,Yes
45936,867225,Manhattan,40.80549,-73.95924,99,4,122,1.18,2,233,Yes
45940,204724,Brooklyn,40.71627,-73.9587,200,4,33,0.58,1,1,No
46544,8198,Brooklyn,40.67994,-73.97863,150,5,52,0.5,1,18,Yes
46723,209460,Brooklyn,40.67992,-73.9475,90,3,126,1.17,4,343,No
46911,210746,Brooklyn,40.67868,-73.97307,120,3,51,0.48,3,250,No
47199,212722,Manhattan,40.76834,-73.95334,75,3,199,1.85,1,326,Yes
47362,214148,Brooklyn,40.68237,-73.9415,175,26,30,0.29,1,364,Yes
47370,214287,Manhattan,40.74031,-73.99999,125,3,3,0.03,1,0,Yes
47926,218404,Manhattan,40.76307,-73.99665,275,1,41,0.38,1,299,No
48719,221873,Manhattan,40.71882,-73.98852,299,2,109,1.04,1,207,Yes
50447,9744,Brooklyn,40.6693,-73.98804,135,5,151,1.43,3,162,No
51438,236421,Manhattan,40.77333,-73.95199,130,14,0,,2,0,No
51485,236655,Manhattan,40.72319,-73.99201,83,1,285,2.69,1,7,Yes
51572,237329,Manhattan,40.74859,-73.99671,123,1,375,3.52,1,328,Yes
51850,27848,Queens,40.67252,-73.76597,55,2,52,0.49,2,365,Yes
53137,240360,Manhattan,40.76244,-73.99271,195,5,10,1.01,1,0,No
53196,247432,Brooklyn,40.69546,-73.93503,80,2,11,0.48,1,0,Yes
53469,204539,Queens,40.71722,-73.87856,98,30,33,0.31,5,240,No
53470,204539,Queens,40.70234,-73.89816,140,7,6,0.06,5,365,No
53477,204539,Queens,40.71546,-73.87854,265,7,38,0.38,5,365,Yes
54158,10889,Brooklyn,40.7195,-73.95976,249,2,358,3.44,2,164,Yes
54453,255583,Manhattan,40.76548,-73.98474,105,6,10,0.09,1,363,Yes
54466,253385,Manhattan,40.80234,-73.95603,200,30,0,,1,365,No
54508,210746,Brooklyn,40.6787,-73.97262,100,2,226,2.12,3,250,Yes
54544,256161,Manhattan,40.81035,-73.94598,121,1,104,1,5,247,No
54626,190409,Bronx,40.83075,-73.93058,45,1,138,1.45,3,323,No
54860,258164,Manhattan,40.79958,-73.94275,100,5,204,1.92,1,192,Yes
55467,260709,Brooklyn,40.71625,-73.93845,140,2,253,3.04,1,125,Yes
55498,262138,Brooklyn,40.6829,-73.93549,71,2,23,0.22,1,91,Yes
55668,88209,Manhattan,40.72773,-73.99134,130,2,115,1.17,1,75,No
55737,263414,Manhattan,40.72861,-74.0049,199,5,129,1.22,1,286,Yes
55959,168525,Brooklyn,40.70979,-73.95162,69,4,82,1.13,2,60,No
55982,264928,Brooklyn,40.68656,-73.97525,68,3,37,0.35,1,0,No
56467,267593,Manhattan,40.72752,-73.98432,130,1,204,2.04,1,192,Yes
56525,268014,Brooklyn,40.729,-73.95829,195,2,69,0.65,1,58,Yes
56859,256161,Manhattan,40.81219,-73.94499,64,1,192,1.84,5,245,Yes
57166,272006,Queens,40.77185,-73.90502,140,2,17,0.16,1,292,No
57297,199392,Brooklyn,40.68926,-73.99386,159,2,222,2.12,1,279,Yes
57468,239208,Manhattan,40.72821,-73.98701,189,3,205,1.96,1,0,No
57618,274557,Manhattan,40.7672,-73.98508,250,3,94,0.96,1,3,No
57740,275459,Manhattan,40.73012,-73.99053,239,3,7,0.07,1,351,Yes
57754,275578,Manhattan,40.7403,-73.98498,305,2,108,1.09,1,201,Yes
57874,276291,Manhattan,40.80931,-73.94343,155,3,222,2.1,2,232,Yes
58059,277379,Manhattan,40.8251,-73.94287,60,1,458,4.58,2,258,No
58062,277394,Brooklyn,40.6585,-73.98397,135,2,21,0.26,1,272,Yes
58467,279797,Manhattan,40.76193,-73.9501,120,7,17,0.3,1,341,No
59014,282927,Manhattan,40.72052,-73.98589,150,3,41,0.39,1,244,No
59121,204539,Queens,40.70411,-73.89934,140,14,1,0.01,5,365,Yes
59642,274782,Brooklyn,40.73401,-73.95967,135,2,69,0.67,1,12,Yes
59709,186084,Manhattan,40.71756,-73.99503,250,4,18,0.18,2,265,Yes
59855,288031,Manhattan,40.7589,-73.96991,250,30,82,0.78,1,0,No
60164,289653,Manhattan,40.72003,-74.00262,500,4,94,0.99,1,329,Yes
60457,99212,Manhattan,40.73194,-73.99474,225,5,10,0.1,1,91,No
60611,292204,Manhattan,40.79163,-73.94573,125,28,183,1.83,2,365,No
60666,256161,Manhattan,40.8118,-73.94434,92,1,189,1.82,5,253,Yes
60673,249372,Manhattan,40.81583,-73.94707,175,2,1,0.11,1,365,Yes
60680,292630,Manhattan,40.72654,-73.98049,99,2,127,1.22,1,320,Yes
60794,293394,Manhattan,40.80021,-73.96071,195,4,4,0.04,1,0,No
60948,126607,Manhattan,40.80942,-73.93936,140,3,135,1.3,3,192,Yes
61167,295760,Manhattan,40.71961,-73.9954,135,2,21,0.2,1,0,No
61224,291112,Manhattan,40.74358,-74.00027,500,2,35,0.34,1,348,No
61406,297176,Manhattan,40.80335,-73.9575,80,14,10,2.21,2,0,Yes
61492,297769,Manhattan,40.71445,-73.9908,120,4,171,1.8,2,353,Yes
61509,23619,Manhattan,40.75749,-73.96897,110,200,92,0.9,1,140,Yes
62095,281764,Brooklyn,40.64446,-73.9503,65,3,238,2.3,1,2,No
62427,303882,Manhattan,40.7268,-73.99079,130,50,56,0.58,1,56,Yes
62430,197755,Brooklyn,40.688,-73.9171,99,3,111,2.13,1,68,No
62452,303939,Staten Island,40.63536,-74.08537,36,2,193,1.85,6,360,No
62461,303939,Staten Island,40.63627,-74.08543,37,2,147,1.44,6,0,Yes
62787,303939,Staten Island,40.63518,-74.08546,37,2,177,1.71,6,320,Yes
62891,306545,Manhattan,40.72477,-73.98161,175,3,185,1.78,2,326,Yes
62903,306605,Manhattan,40.74238,-73.99567,205,9,62,0.7,2,76,No
62925,306739,Brooklyn,40.72945,-73.95511,285,3,124,1.22,3,279,Yes
63299,308875,Brooklyn,40.70763,-73.95177,59,2,181,1.77,2,15,No
63320,303939,Staten Island,40.63481,-74.08519,36,2,333,3.19,6,340,No
63360,307962,Queens,40.75384,-73.91433,99,5,441,4.5,1,226,Yes
63546,308652,Brooklyn,40.64106,-73.97426,39,1,45,0.46,2,365,Yes
63573,310458,Brooklyn,40.66793,-73.98327,60,14,9,0.09,2,0,Yes
63588,295128,Bronx,40.81309,-73.85514,90,2,0,,7,349,No
63610,310670,Bronx,40.88057,-73.83572,105,2,38,0.5,13,365,Yes
63657,170510,Brooklyn,40.68236,-73.94314,135,2,248,2.39,2,11,No
63693,306545,Manhattan,40.72185,-73.98246,390,5,143,1.38,2,316,No
63719,311286,Brooklyn,40.68503,-73.95385,70,3,36,0.41,4,281,Yes
63913,312288,Manhattan,40.86648,-73.9263,75,7,0,,2,323,Yes
64000,312722,Brooklyn,40.7069,-73.95467,60,17,14,0.14,4,362,Yes
64015,146944,Manhattan,40.72807,-73.98594,200,3,0,,1,0,No
64107,313317,Brooklyn,40.6778,-73.94339,100,3,279,2.69,1,301,Yes
64277,311286,Brooklyn,40.68317,-73.94701,70,4,18,0.22,4,189,No
64314,314256,Brooklyn,40.6761,-73.9529,110,6,50,3.55,1,0,No
64365,314582,Brooklyn,40.67586,-73.95155,60,2,227,2.27,2,287,Yes
64707,7310,Manhattan,40.71702,-73.99811,90,14,1,0.16,1,14,Yes
64837,46978,Manhattan,40.72321,-73.98157,68,2,203,1.96,2,86,Yes
65019,317809,Manhattan,40.77956,-73.98098,115,2,210,2.1,1,261,No
65268,319092,Brooklyn,40.68276,-73.95264,75,5,64,0.67,1,68,Yes
65556,320422,Brooklyn,40.71368,-73.9626,60,3,0,,1,0,No
65562,320450,Manhattan,40.72956,-73.98158,129,7,5,0.15,1,231,No
65615,320761,Brooklyn,40.71069,-73.95175,130,10,49,0.48,1,152,Yes
65660,320538,Brooklyn,40.70863,-73.94641,95,4,132,1.27,1,46,Yes
65813,321756,Manhattan,40.82888,-73.94307,75,3,20,0.26,1,364,Yes
65834,321934,Brooklyn,40.67319,-73.97323,175,2,11,0.11,1,246,No
66008,322884,Brooklyn,40.67846,-73.99443,190,3,51,0.57,1,288,Yes
66026,322716,Brooklyn,40.6715,-73.94808,49,21,15,0.15,5,331,No
66251,324460,Manhattan,40.72681,-73.98534,212,3,67,1.31,1,51,No
66275,314941,Manhattan,40.71904,-73.99392,95,1,109,1.11,3,364,Yes
66451,325389,Brooklyn,40.71031,-73.9583,140,2,9,0.11,1,254,Yes
66718,136227,Manhattan,40.81322,-73.95306,135,6,187,1.87,1,189,Yes
66741,327673,Brooklyn,40.67732,-73.98225,150,2,214,2.08,2,263,No
66974,329436,Brooklyn,40.68076,-73.9896,190,3,69,0.79,2,258,Yes
67288,101597,Manhattan,40.79603,-73.94903,124,28,22,0.26,1,103,No
67299,330347,Brooklyn,40.71492,-73.96282,135,30,56,0.56,1,42,No
67397,332189,Manhattan,40.80393,-73.95838,122,3,93,0.93,1,246,Yes
68099,323517,Manhattan,40.80082,-73.9652,109,1,104,1.05,2,364,Yes
68305,338454,Manhattan,40.82976,-73.94867,85,30,64,0.68,1,318,Yes
68403,240427,Brooklyn,40.683,-73.91981,145,3,127,1.25,2,72,No
68735,342054,Manhattan,40.78971,-73.9729,195,11,30,0.32,1,249,Yes
68765,282655,Brooklyn,40.67817,-73.99495,250,2,106,1.34,3,272,No
68900,343250,Brooklyn,40.73119,-73.95578,125,3,6,0.1,1,325,No
68974,281229,Manhattan,40.71943,-73.99627,575,2,191,1.88,1,298,Yes
69894,352168,Manhattan,40.78,-73.98249,150,30,48,0.55,1,35,Yes
69921,155689,Brooklyn,40.70514,-73.91922,70,5,47,0.49,1,203,Yes
70095,353965,Manhattan,40.86713,-73.92811,90,2,120,1.27,1,132,No
70128,354330,Manhattan,40.73198,-73.98881,65,3,52,0.63,1,5,Yes
70609,72062,Manhattan,40.72542,-73.97986,500,2,48,0.48,4,297,No
71010,361855,Manhattan,40.83494,-73.93869,250,3,32,0.43,2,276,No
71248,363834,Manhattan,40.71659,-73.98945,125,25,43,0.42,1,102,Yes
71366,364955,Manhattan,40.72966,-74.00243,200,30,39,0.44,1,251,Yes
71384,365153,Brooklyn,40.72898,-73.95552,229,1,50,0.5,1,188,Yes
71812,369015,Bronx,40.87207,-73.90193,90,30,4,0.35,2,346,No
72190,373085,Manhattan,40.77728,-73.97818,110,13,38,0.39,1,0,Yes
72265,340692,Brooklyn,40.72646,-73.95341,59,3,29,0.36,1,15,No
74073,211877,Brooklyn,40.71015,-73.96101,195,4,59,0.6,1,71,No
74240,389924,Brooklyn,40.71903,-73.9597,169,1,68,0.67,2,215,Yes
74333,331328,Manhattan,40.80892,-73.93985,113,14,26,0.27,3,253,Yes
74404,391325,Manhattan,40.80276,-73.9567,250,14,31,0.31,1,78,Yes
74680,265109,Queens,40.77635,-73.93426,115,2,198,2.01,1,257,No
74860,394752,Brooklyn,40.72488,-73.95018,55,2,1,0.01,1,0,Yes
75193,308875,Brooklyn,40.71398,-73.95763,69,2,220,2.17,2,8,No
75635,401696,Manhattan,40.71876,-73.98394,150,3,286,2.81,1,191,No
76761,118971,Brooklyn,40.66552,-73.99019,169,2,398,3.97,3,182,Yes
77765,417504,Brooklyn,40.73749,-73.95292,179,3,36,0.36,28,79,Yes
77936,134355,Manhattan,40.76248,-73.9913,150,3,36,0.36,1,49,Yes
78919,422561,Brooklyn,40.68674,-73.98876,135,4,6,0.1,1,0,No
79067,425506,Brooklyn,40.6848,-73.96219,350,6,14,0.3,1,156,Yes
79782,430188,Brooklyn,40.70516,-73.95455,120,14,76,0.76,6,343,No
80493,434987,Manhattan,40.72329,-73.98486,71,2,182,1.81,1,200,No
80684,417504,Brooklyn,40.73776,-73.95327,349,3,8,0.09,28,60,Yes
80700,417504,Brooklyn,40.73738,-73.95482,349,3,7,0.07,28,60,Yes
80924,438133,Brooklyn,40.67542,-73.98142,165,30,34,0.51,2,189,Yes
81739,417504,Brooklyn,40.73842,-73.95312,249,3,2,0.02,28,60,No
82549,448312,Brooklyn,40.6926,-73.99832,100,3,66,0.68,2,0,Yes
82550,448312,Brooklyn,40.69441,-73.99771,200,3,80,0.85,2,106,No
82638,449787,Manhattan,40.72399,-73.98374,169,4,240,2.4,1,276,No
82928,451545,Brooklyn,40.6824,-73.94615,185,3,46,1.07,1,248,Yes
83243,453519,Brooklyn,40.68949,-73.91708,65,2,228,2.27,1,194,Yes
83446,454756,Brooklyn,40.68819,-73.97258,130,35,5,0.05,1,135,Yes
83722,456638,Brooklyn,40.7205,-73.96015,199,30,8,0.11,1,30,No
83847,410094,Manhattan,40.72451,-73.98094,225,2,33,0.33,1,0,Yes
84010,417504,Brooklyn,40.73813,-73.95394,179,3,13,0.14,28,81,No
84059,459054,Brooklyn,40.67591,-73.94715,150,5,5,0.05,1,0,No
84659,462776,Manhattan,40.72843,-73.98895,139,1,388,3.88,1,142,Yes
84905,464506,Manhattan,40.71271,-73.99776,95,3,223,2.22,2,60,Yes
